CrashId,VehicleId,PersonId,Age,Gender,Gender Text Format,State,Postal Code,Person Type,Person Type Text Format,Injury Status,Injury Status Text Format,Condition at Time of Crash,Condition at Time of Crash Text Format,Condition at Time of Crash2,Condition at Time of Crash2 Text Format,Action Taken by Officer,Action Taken by Officer Text Format,Alcohol Test Status,Alcohol Test Status Text Format,Type Of Alcohol Test,Type Of Alcohol Test Text Format,Drug Test Status,Drug Test Status Text Format,Type Of Drig Test,Type Of Drig Test Text Format,Ejection Status,Ejection Status Text Format,Restraint System,Restraint System Text Format,Helmet Use,Helmet Use Text Format,Air Bag Status,Air Bag Status Text Format,Speeding Related,Speeding Related Text Format,Driver Actions 1,Driver Actions 1 Text Format,Driver Actions 2,Driver Actions 2 Text Format,Driver Actions 3,Driver Actions 3 Text Format,Driver Actions 4,Driver Actions 4 Text Format,Driver Distracted By,Driver Distracted By Text Format,Roadway On Which Nonmotorist Was Traveling/Located,Direction nonmotorist was traveling,Direction Unknown,Striking Motor Vehicle ID,Bicycle ID,Non-Motorist Not In Roadway,Actions or Circumstances Prior to Crash,Actions or Circumstances Prior to Crash Text Format,To or From School,To or From School Text Format,Actions or Circumstances At Time Of Crash,Actions or Circumstances At Time Of Crash Text Format,Actions or Circumstances At Time Of Crash2,Actions or Circumstances At Time Of Crash2 Text Format,Location At Time Of Crash,Location At Time Of Crash Text Format,Safety Equipment,Safety Equipment Text Format,Safety Equipment2,Safety Equipment2 Text Format,Non-motorist Distracted By,Non-motorist Distracted By Text Format,Seating Position,Seating Position Text Format,Seating Position for Bus,City,Country,Driver License Jurisdiction,Driver License Jurisdiction Text Format,Drivers License Issued By,Drivers License Class,Commercial License Class,Commercial License Class Text Format,Transported to First Medical Facility By,Transported to First Medical Facility By Text Format,Name of the EMS agency,Name of the Intended Receiving Facility
1146937,1,1,69,1,Male,CT,06280,1,Driver,K,Fatal Injury (K),97,Other,88,Not Applicable,1,Verbal Warning,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,6,Deployed-Combination,1,No,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Windham        ,,2,State,CT,4,1,No,3,EMS Ground,Glastonbury Ambulance,Hartford Hospital
1146937,1,2,25,1,Male,CT,06380,2,Passenger,B,Suspected Minor Injury (B),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,Taftville,,,,CT,,,,3,EMS Ground,Glastonbury Ambulance,Hartford Hospital
1146938,2,6,18,2,Female,CT,06040,2,Passenger,B,Suspected Minor Injury (B),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,88,Not applicable,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,22,"Second Row, Middle Seat",,MANCHESTER,,2,State,,,,,3,EMS Ground,Rocky Hill EMS,ST FRANCIS
1146938,2,2,18,2,Female,CT,06118,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,12,Followed Too Closely,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,East Hartford,,2,State,CT,4,1,No,3,EMS Ground,Aetna,St. Francis
1146938,2,7,21,2,Female,CT,06042,2,Passenger,O,No Apparent Injury (O),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,Manchester,,2,State,CT,,,,1,Not Transported,N/A,N/A
1146938,1,1,37,1,Male,NY,11229,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Brooklyn,,2,State,NY,4,1,No,1,Not Transported,N/A,N/A
1146938,2,4,19,2,Female,CT,6040,2,Passenger,O,No Apparent Injury (O),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Manchester,,2,State,FL,,,,1,Not Transported,N/A,N/A
1146938,2,5,17,2,Female,CT,06040,2,Passenger,B,Suspected Minor Injury (B),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,MANCHESTER,,2,State,,,,,3,EMS Ground,Rocky Hill EMS,ST FRANCIS
1146938,3,3,25,1,Male,CT,06118,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,East Hartford,,2,State,CT,4,1,No,1,Not Transported,N/A,N/A
1147049,,2,40,1,Male,CT,06810,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,Lake Ave Ext.,E,FALSE,1,,FALSE,1,Crossing Roadway,1,No,3,Failure to Yield Right-Of-Way,,,5,Travel Lane-Other Location,0,None,,,99,Unknown if Distracted,,,,Danbury,,,,CT,,,,3,EMS Ground,Danbury EMS,DANBURY HOSPITAL
1147049,,3,41,1,Male,CT,06825,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfield,,,,CT,,,,,,,
1147049,1,1,17,1,Male,CT,06810,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Danbury,,2,State,CT,4,1,No,1,Not Transported,,
1147049,,4,44,2,Female,CT,06606,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgeport,,,,CT,,,,,,,
1147049,,5,46,1,Male,CT,06811,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danbury,,,,CT,,,,,,,
1147370,1,1,41,1,Male,CT,06492,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Wallingford,,2,State,CT,4,1,No,3,EMS Ground,Hunter's Ambulance,YALE- NEW HAVEN
1147530,,2,71,1,Male,FL,32801,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,I-91,N,FALSE,1,,FALSE,3,Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane),1,No,99,Unknown,88,Not Applicable,5,Travel Lane-Other Location,99,Unknown,88,Not Applicable,99,Unknown if Distracted,,,,Orlando,,2,State,FL,,,,1,Not Transported,North Haven FD/EMS,N/A
1147530,1,1,20,1,Male,CT,06902,1,Driver,O,No Apparent Injury (O),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Stamford,,2,State,CT,4,1,No,1,Not Transported,N/A,N/A
1147570,1,1,33,2,Female,CT,06605,1,Driver,A,Suspected Serious Injury (A),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,3,Exceeded Speed Limit,4,Ran Red Light,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Bridgeport,,2,State,CT,4,1,No,3,EMS Ground,AMR,Bridgeport Hosp
1147570,2,2,23,2,Female,CT,06514,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,,2,State,CT,4,1,No,3,EMS Ground,AMR,Bridgeport Hosp
1147570,2,3,18,2,Female,OH,,2,Passenger,B,Suspected Minor Injury (B),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Dayton,UnitedStates,,,CT,,,,3,EMS Ground,AMR,Bridgeport Hosp
1147628,1,3,21,1,Male,CT,06098,2,Passenger,O,No Apparent Injury (O),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,88,Not applicable,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Winsted,,,,CT,,,,1,Not Transported,,
1147628,2,2,19,1,Male,CT,06089,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,88,Not Applicable,4,"Helmet, Unknown If DOT-Compliant",88,Not applicable,3,Exceeded Speed Limit,14,Operated Motor Vehicle in Reckless or Aggressive Manner,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Weatogue,,2,State,CT,4,1,No,1,Not Transported,,
1147628,1,1,21,1,Male,CT,06057,1,Driver,C,Possible Injury (C),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Hartford,,2,State,CT,4,1,No,3,EMS Ground,New Hartford AMB,CHH
1148612,2,2,29,1,Male,CT,06249,1,Driver,O,No Apparent Injury (O),6,Under the Influence of Medications/Drugs/Alcohol,88,Not Applicable,4,Arrest/Summons,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,2,Deployed-Front,3,Exceeded Speed Limit,14,Operated Motor Vehicle in Reckless or Aggressive Manner,5,Ran Stop Sign,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Lebanon,UnitedStates,2,State,CT,4,1,No,1,Not Transported,N/A,N/A
1148612,1,1,65,2,Female,CT,06251,1,Driver,K,Fatal Injury (K),1,Apparently Normal,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,6,Deployed-Combination,1,No,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Mansfield Depot,,2,State,CT,4,1,No,1,Not Transported,Hebron,N/A
1148612,2,3,38,1,Male,CT,06232,2,Passenger,O,No Apparent Injury (O),,,,,,,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Andover,,2,State,CT,,,,1,Not Transported,N/A,N/A
1150745,1,1,75,1,Male,CT,06360,1,Driver,K,Fatal Injury (K),4,"Ill (sick), Fainted",,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,2,Ran Off Roadway,,,,,,,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,NORWICH,,,,CT,,,,3,EMS Ground,American Ambulance,Lawrence & Memorial Hospital
1151026,1,1,17,1,Male,CT,06615,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,3,Deployed-Side,3,Exceeded Speed Limit,2,Ran Off Roadway,14,Operated Motor Vehicle in Reckless or Aggressive Manner,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Stratford,,2,State,CT,4,1,No,3,EMS Ground,Stratford EMS,Bridgeport Hospital
1151133,,3,23,1,Male,CT,06820,9,Witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darien,UnitedStates,,,CT,,,,,,,
1151133,1,2,21,2,Female,CT,06901,2,Passenger,A,Suspected Serious Injury (A),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Stamford,UnitedStates,,,CT,,,,3,EMS Ground,POST 53,NORWALK HOSPITAL
1151133,1,1,21,1,Male,CT,06606,1,Driver,K,Fatal Injury (K),6,Under the Influence of Medications/Drugs/Alcohol,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,1,No,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Bridgeport,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,SEMS,STAMFORD HOSPITAL
1151936,1,1,44,1,Male,CT,06902-,1,Driver,K,Fatal Injury (K),99,Unknown,99,Unknown,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,6,Deployed-Combination,1,No,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,1,Not Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,STAMFORD,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,STAMFORD EMS,STAMFORD HOSPITAL
1152164,,2,32,1,Male,CT,06790,3,Pedestrian,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,Interstate 84,E,FALSE,1,,FALSE,1,Crossing Roadway,1,No,5,"In Roadway Improperly (Standing, Lying, Working, Playing)",6,"Disabled Vehicle Related (Working on, Pushing, Leaving/Approaching)",5,Travel Lane-Other Location,0,None,88,Not Applicable,99,Unknown if Distracted,,,,Torrington,,2,State,CT,,,,3,EMS Ground,AMR,SAINT FRANCIS
1152164,1,1,33,2,Female,CT,06066,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,1,Not Deployed,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Vernon,,2,State,CT,4,1,No,3,EMS Ground,AMR,HARTFORD
1152236,2,2,28,1,Male,CT,06514,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hamden,,2,State,CT,4,1,No,1,Not Transported,,
1152236,1,3,16,1,Male,CT,06442,2,Passenger,B,Suspected Minor Injury (B),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,1,Not Deployed,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Ivoryton,,,,CT,,,,3,EMS Ground,Haddam EMS,Hartford Hospital
1152236,1,1,18,1,Male,CT,06442,1,Driver,B,Suspected Minor Injury (B),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,2,Deployed-Front,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Ivoryton,,2,State,CT,4,1,No,3,EMS Ground,Hunters Ambulance,Hartford Hospital
1152745,1,1,77,1,Male,CT,06250,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,99,Unknown,13,Failed to Keep in Proper Lane,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Mansfield Center,,2,State,CT,4,1,No,3,EMS Ground,,Windham Hospital
1152745,2,2,40,1,Male,CT,06247,1,Driver,B,Suspected Minor Injury (B),1,Apparently Normal,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,2,Deployed-Front,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Hampton,UnitedStates,2,State,CT,4,1,No,3,EMS Ground,,Windham Hospital
1152745,1,3,79,2,Female,CT,06268,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Storrs,,,,CT,,,,1,Not Transported,,
1152745,2,4,38,2,Female,ME,04345,2,Passenger,B,Suspected Minor Injury (B),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,2,Deployed-Front,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Gardiner,,,,ME,,,,1,Not Transported,,
1153919,1,3,21,1,Male,CT,06801,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,99,Unknown,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Bethel,,,,CT,,,,3,EMS Ground,Willington EMS,Hartford Hospital
1153919,1,1,21,1,Male,CT,06801,1,Driver,C,Possible Injury (C),1,Apparently Normal,88,Not Applicable,0,None taken,3,Test Given,1,Blood,3,Test Given,1,Blood,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,99,Unknown,99,Unknown,2,Ran Off Roadway,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Bethel,,2,State,CT,4,1,No,3,EMS Ground,Willington EMS,Hartford Hospital
1153919,1,5,20,2,Female,CT,06801,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,99,Unknown,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,21,"Second Row, Left Seat",,Bethel,,,,CT,,,,3,EMS Ground,Willington EMS,Hartford Hospital
1153919,1,2,19,1,Male,CT,06801,2,Passenger,C,Possible Injury (C),,,,,,,,,,,,,,,1,Not Ejected,1,Shoulder and Lap Belt Used,88,Not Applicable,99,Unknown,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Bethel,,,,CT,,,,3,EMS Ground,Willington EMS,Hartford Hospital
1153919,1,4,19,2,Female,CT,06801,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1,Not Ejected,0,None Used-Motor Vehicle Occupant,88,Not Applicable,99,Unknown,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,22,"Second Row, Middle Seat",,Bethel,UnitedStates,,,,,,,1,Not Transported,,
1154445,1,1,,99,Unknown,,,1,Driver,O,No Apparent Injury (O),99,Unknown,,,4,Arrest/Summons,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,99,Unknown,99,Unknown,1,No Contributing Action,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,,UnitedStates,99,Unknown,,99,99,Unknown,1,Not Transported,,
1154445,,2,70,1,Male,CT,06511,3,Pedestrian,K,Fatal Injury (K),99,Unknown,,,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,WHALLEY AVE,E,FALSE,1,,FALSE,1,Crossing Roadway,99,Unknown,99,Unknown,88,Not Applicable,1,Intersection-Marked Crosswalk,0,None,88,Not Applicable,99,Unknown if Distracted,,,,New Haven,UnitedStates,,,CT,,,,3,EMS Ground,AMER MED RESPONSE,YALE-NH HOSP
1154539,2,2,25,1,Male,CT,06716,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,99,Unknown if Tested,88,Not Applicable,99,Unknown if Tested,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Wolcott,,2,State,CT,4,1,No,1,Not Transported,OCME,OCME
1154539,1,1,42,1,Male,NY,11746,1,Driver,A,Suspected Serious Injury (A),99,Unknown,88,Not Applicable,0,None taken,1,Test Not Given,88,Not Applicable,1,Test Not Given,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,Dix Hills,,2,State,NY,4,1,No,3,EMS Ground,AMR,Yale New Haven Hospital
1154539,2,6,23,2,Female,CT,06611,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Trumbull,,,,CT,,,,1,Not Transported,OCME,OCME
1154539,1,4,39,2,Female,NY,11746,2,Passenger,A,Suspected Serious Injury (A),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,13,"First Row, Right Seat",,Dix Hills,,,,,,,,3,EMS Ground,AMR,Yale New Haven Hospital
1154539,3,3,26,1,Male,CT,06513,1,Driver,K,Fatal Injury (K),99,Unknown,88,Not Applicable,0,None taken,99,Unknown if Tested,88,Not Applicable,99,Unknown if Tested,88,Not Applicable,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,88,Not Applicable,99,Unknown if Distracted,,,,,,,,,,,,,,,,,,,,,,,11,"First Row, Left Seat",,New Haven,,2,State,CT,4,1,No,3,EMS Ground,AMR,Yale New Haven Hospital
1154539,2,5,22,2,Female,CT,06851,2,Passenger,K,Fatal Injury (K),,,,,,,,,,,,,,,1,Not Ejected,99,Unknown,88,Not Applicable,6,Deployed-Combination,,,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,23,"Second Row, Right Seat",,Norwalk,,,,CT,,,,1,Not Transported,OCME,OCME
