CrashId,Fatal Case Status,Fatal Case Status Text Format,CrashId,CrashId,Latitude,Longitude,DOT Case Number,Town Name,Town Number,Town Number,Town Number Text Format,Date Of Crash,Year,Month,Month Text Format,Day,Day of the Week,Day of the Week Text Format,Time of Crash,Hour of the Day,Case Identifier,Crash Severity,Crash Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Motor Vehicles,Number Of Non-Motorist,Number Of Witnesses,Route Class,Route Class Text Format,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Latitude,Longitude,First Harmful Event,First Harmful Event Text Format,Manner of Crash / Collision Impact,Manner of Crash / Collision Impact Text Format,Location of First Harmful Event,Location of First Harmful Event Text Format,Weather Condition,Weather Condition Text Format,Weather 2,Weather 2 Text Format,Light Condition,Light Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,"Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format",Environment 2,Environment 2 Text Format,Environment 3,Environment 3 Text Format,"Contributing Circumstances, Road","Contributing Circumstances, Road Text Format",Road 2,Road 2 Text Format,Road 3,Road 3 Text Format,Crash Specific Location,Crash Specific Location Text Format,Type of Intersection,Type of Intersection Text Format,School Bus Related,School Bus Related Text Format,Work Zone Related,Work Zone Related Text Format,Location Of Crash Relative To Work Zone,Location Of Crash Relative To Work Zone Text Format,Type of Work Zone,Type of Work Zone Text Format,Worker Presence,Worker Presence Text Format,Law Enforcement Presence,Law Enforcement Presence Text Format,Were Vehicles Moved Prior To Police Arrival,Trafficway Ownership,Trafficway Ownership Text Format,Trafficway Class,Trafficway Class Text Format,Police Agency,Police Agency Text Format,Badge Number,Approval Date,Police Case Status,Police Case Status Text Format,Crash Report Submission Date,Related Case Identifiers,No. of Through Lanes (Log Dir.),Average Daily Traffic,Functional Classification,Functional Classification Text Format,Rural or Urban,Rural or Urban Text Format
1156389,1,Complete,1156389,1156389,41.492027,-72.824688,924097,Wallingford,148,148,Wallingford,5/6/24,2024,5,May,6,2,Monday,18:45:00,18,2400012616,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,13.66,68,68-E,68-E,,Pleasant Street,200,Feet,E,41.492027,-72.824688,34,Traffic Sign Support,88,Not Applicable,2,Shoulder,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0014800,Wallingford PD,049,42:21.0,C,Closed,41:39.0,,,,,,,
1156862,1,Complete,1156862,1156862,41.463241,-72.25112,924046,Salem,121,121,Salem,2/28/24,2024,2,February,28,4,Wednesday,16:23:00,16,2400079776,K,Fatal (Kill),K,Fatal Injury (K),2,0,1,3,State,10.1,85,85-N,85-N,HORSE POND RD,,,,,41.463241,-72.25112,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,2,Cloudy,88,Not Applicable,1,Daylight,2,Wet,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,3,T-Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1090,47:24.0,C,Closed,50:40.0,,,,,,,
1157615,1,Complete,1157615,1157615,41.368365,-72.11833,924083,New London,95,95,New London,4/10/24,2024,4,April,10,4,Wednesday,12:18:00,12,2400009698,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,4,Local,,,1009948,FRONTAGE RD SC Pkg Lot,,S. Frontage Rd,310,Feet,S,41.368365,-72.11833,9,Pedestrian,88,Not Applicable,1,On Roadway,2,Cloudy,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,17,"Other Location Not Listed Above Within an Interchange Area (median, shoulder and roadside)",1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,2,Private Road,4,Parking Lot,CT0009501,New London PD,618,28:01.0,O,Open,30:09.0,,,,,,,
1158206,1,Complete,1158206,1158206,41.2817723,-72.87464491,924039,East Haven,44,44,East Haven,2/22/24,2024,2,February,22,5,Thursday,12:10:00,12,2400004563,K,Fatal (Kill),K,Fatal Injury (K),1,0,1,4,Local,0.12,0100,FORBES PL,FORBES PL,,Sydney Avenue ,20,Feet,S,41.2817723,-72.87464491,25,Curb,88,Not Applicable,4,Roadside,2,Cloudy,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0004400,East Haven PD,1325,44:52.0,O,Open,00:28.0,,4,7400,5,MAJOR COLLECTOR - NEW HPMS,2,Urban
1159351,1,Complete,1159351,1159351,41.323764,-72.881361,924103,New Haven,93,93,New Haven,5/18/24,2024,5,May,18,7,Saturday,3:29:00,3,24020124,K,Fatal (Kill),K,Fatal Injury (K),2,0,2,3,State,0.01,17,80-W,RT 80,,17-N,30,Feet,E,41.323764,-72.881361,28,Guardrail Face,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,3,Intersection-Related,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0009300,New Haven PD,42055,31:17.0,O,Open,01:56.0,,,,,,,
1159555,1,Complete,1159555,1159555,41.60701787,-72.98533982,924111,Wolcott,166,166,Wolcott,4/26/24,2024,4,April,26,6,Friday,17:03:00,17,2400004604,K,Fatal (Kill),K,Fatal Injury (K),2,0,1,3,State,21.45,69,69-N,69-N,MAD RIVER RD,,,,,41.60701787,-72.98533982,14,Motor Vehicle in Operation,2,Front to front,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,0,None,0,None,0,None,0,None,0,None,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0016600,Wolcott PD,248,14:39.0,O,Open,09:06.0,,,,,,,
1160482,1,Complete,1160482,1160482,41.240691,-73.118601,924100,Stratford,138,138,Stratford,5/9/24,2024,5,May,9,5,Thursday,1:43:00,1,2400181880,K,Fatal (Kill),K,Fatal Injury (K),2,0,3,3,State,35.98,15,15-S,15-S,,James Farm Road Overpass,300,Feet,S,41.240691,-73.118601,14,Motor Vehicle in Operation,2,Front to front,1,On Roadway,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0961,55:26.0,O,Open,58:05.0,,,,,,,
1160509,1,Complete,1160509,1160509,41.223161,-73.176366,924081,Trumbull,144,144,Trumbull,4/10/24,2024,4,April,10,4,Wednesday,4:44:00,4,2400141147,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,4.23,8,8-S,8-S,,Exit #7 Off Ramp,1100,Feet,S,41.223161,-73.176366,21,Bridge Pier or Support,88,Not Applicable,3,Median,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1045,29:52.0,O,Open,32:02.0,,,,,,,
1160987,1,Complete,1160987,1160987,41.303491,-73.460879,924113,Ridgefield,118,118,Ridgefield,5/20/24,2024,5,May,20,2,Monday,11:17:00,11,2400008217,K,Fatal (Kill),K,Fatal Injury (K),2,0,2,2,USRoute,15.41,7,7-N,7-N,,New Rd,375,Feet,S,41.303491,-73.460879,14,Motor Vehicle in Operation,2,Front to front,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0011800,Ridgefield PD,PO172,12:07.0,C,Closed,23:23.0,,2,17300,3,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2,Urban
1161580,1,Complete,1161580,1161580,41.326256,-72.819183,924071,North Branford,99,99,North Branford,3/28/24,2024,3,March,28,5,Thursday,0:10:00,0,2400003307,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,3,State,3.39,80,80-E,80-E,,Shaw Road,400,Feet,E,41.326256,-72.819183,9,Pedestrian,88,Not Applicable,2,Shoulder,4,Rain,88,Not Applicable,4,Dark-Lighted,2,Wet,1,Weather Conditions,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0009900,North Branford PD,516,03:35.0,O,Open,54:10.0,,2,12100,3,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2,Urban
1161914,1,Complete,1161914,1161914,41.245852,-73.150534,924109,Trumbull,144,144,Trumbull,3/4/24,2024,3,March,4,2,Monday,15:10:00,15,2400086115,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,3,State,6.44,8,8-S,8-S,,SB exit 10,2,TenthsofMile,N,41.245852,-73.150534,14,Motor Vehicle in Operation,4,"Sideswipe, same direction",1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1028,39:10.0,O,Open,46:16.0,,4,79500,2,PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS,2,Urban
1161915,1,Complete,1161915,1161915,41.74558372,-72.66056144,924102,Hartford,64,64,Hartford,5/14/24,2024,5,May,14,3,Tuesday,14:04:00,14,2400189298,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,81.26,,15-N,Route 5/15, Northbound Exit 89,,,,,41.74558372,-72.66056144,27,Embankment,88,Not Applicable,4,Roadside,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,5,Entrance / Exit Ramp-Related,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,22:46.0,O,Open,24:50.0,,4,56900,2,PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS,2,Urban
1162262,1,Complete,1162262,1162262,41.798493,-72.675756,924030,Hartford,64,64,Hartford,2/7/24,2024,2,February,7,4,Wednesday,14:53:00,14,24-003281,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,4,Local,0.66,0505,TOWER AV,TOWER AV,BARBOUR ST,,,,,41.798493,-72.675756,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,,,1,Daylight,1,Dry,0,None,,,,,0,None,,,,,2,Intersection,2,Four-Way Intersection,2,"Yes, School Bus Directly Involved",1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0006400,Hartford PD,1749,03:43.0,O,Open,03:46.0,,2,11700,4,MINOR ARTERIAL - NEW HPMS,2,Urban
1162417,1,Complete,1162417,1162417,41.527017,-73.423488,924001,New Milford,96,96,New Milford,1/4/24,2024,1,January,4,5,Thursday,18:42:00,18,2400000168,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,2,USRoute,33.88,7,7-S,7-S,,Larson Road,1,TenthsofMile,S,41.527017,-73.423488,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,TRUE,1,Public Road,1,"Trafficway, On Road",CT0009600,New Milford PD,126,39:06.0,C,Closed,44:04.0,,4,30900,3,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2,Urban
1163236,1,Complete,1163236,1163236,41.85242,-72.702463,924120,Bloomfield,11,11,Bloomfield,6/1/24,2024,6,June,1,7,Saturday,2:15:00,2,2400016958,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,4.88,187,187-N,187-N,,East Dudley Town Rd,120,Feet,S,41.85242,-72.702463,1,Overturn/Rollover,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0001100,Bloomfield PD,225,19:53.0,O,Open,44:57.0,,2,15600,4,MINOR ARTERIAL - NEW HPMS,2,Urban
1163589,1,Complete,1163589,1163589,41.817728,-72.684411,924122,Windsor,164,164,Windsor,6/1/24,2024,6,June,1,7,Saturday,15:51:00,15,2400015875,K,Fatal (Kill),K,Fatal Injury (K),3,0,1,3,State,5.53,218,218-E,218-E,COLUMBIA RD,,,,,41.817728,-72.684411,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,97,Other,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0016400,Windsor PD,175,39:27.0,O,Open,24:04.0,,4,37800,3,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2,Urban
1165926,1,Complete,1165926,1165926,41.406069,-73.142189,924127,Oxford,108,108,Oxford,6/5/24,2024,6,June,5,4,Wednesday,15:24:00,15,2400218275,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,3,State,3.4,188,188-N,188-N,MOOSE HILL RD,,,,,41.406069,-73.142189,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,AC37,07:52.0,O,Open,10:30.0,,2,4500,5,MAJOR COLLECTOR - NEW HPMS,2,Urban
1166699,1,Complete,1166699,1166699,41.584254,-72.337352,924057,Colchester,28,28,Colchester,3/12/24,2024,3,March,12,3,Tuesday,17:36:00,17,2400097766,K,Fatal (Kill),K,Fatal Injury (K),1,0,1,3,State,19.82,85,85-N,85-N,,Village Court,1000,Feet,N,41.584254,-72.337352,32,Tree (standing),88,Not Applicable,4,Roadside,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,1090,18:19.0,C,Closed,21:43.0,,2,5700,5,MAJOR COLLECTOR - NEW HPMS,2,Urban
1166824,1,Complete,1166824,1166824,41.375406,-73.450139,924134,Danbury,34,34,Danbury,6/10/24,2024,6,June,10,2,Monday,19:28:00,19,2400038309,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,4,Local,0.46,0063,BRUSHY HILL RD,BRUSHY HILL RD,,Southern Blvd,2400,Feet,S,41.375406,-73.450139,39,"Other Fixed Object (wall, building, tunnel, etc.)",88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0003400,Danbury PD,723,21:05.0,O,Open,42:57.0,,,,,,,
1167603,1,Complete,1167603,1167603,41.769531,-72.611155,924086,East Hartford,43,43,East Hartford,4/16/24,2024,4,April,16,3,Tuesday,20:27:00,20,2400150636,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,1,Interstate,65.75,84,84-W,84-W,,Exit 58,5,TenthsofMile,E,41.769531,-72.611155,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,42:00.0,O,Open,44:37.0,2400150635,,,,,,
1167610,1,Complete,1167610,1167610,41.866981,-72.662141,924132,Windsor,164,164,Windsor,6/10/24,2024,6,June,10,2,Monday,23:18:00,23,2400224949,K,Fatal (Kill),K,Fatal Injury (K),3,0,0,1,Interstate,45.7,91,91-N,91-N,,Exit 38,5,TenthsofMile,S,41.866981,-72.662141,14,Motor Vehicle in Operation,1,Front to rear,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0416,45:30.0,O,Open,54:42.0,,,,,,,
1168138,1,Complete,1168138,1168138,41.285116,-72.886744,924136,East Haven,44,44,East Haven,6/14/24,2024,6,June,14,6,Friday,21:59:00,21,2400013593,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,4,Local,0.99,0182,MAIN ST,MAIN ST,,Massachusetts Ave,350,Feet,W,41.285116,-72.886744,9,Pedestrian,88,Not Applicable,1,On Roadway,4,Rain,88,Not Applicable,4,Dark-Lighted,2,Wet,1,Weather Conditions,88,Not Applicable,88,Not Applicable,5,"Road Surface Condition (wet, icy, snow, slush, etc.)",88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,TRUE,1,Public Road,1,"Trafficway, On Road",CT0004400,East Haven PD,0515,15:08.0,O,Open,33:38.0,,,,,,,
1168442,1,Complete,1168442,1168442,41.681275,-71.966651,924043,Canterbury,22,22,Canterbury,2/11/24,2024,2,February,11,1,Sunday,21:52:00,21,2400056898,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,12.83,169,169-N,169-N,,Bennett Pond Rd,2535,Feet,N,41.681275,-71.966651,27,Embankment,88,Not Applicable,4,Roadside,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,2,"Trafficway, Not on Road",CTCSP0000,State Police,1371,17:45.0,C,Closed,25:14.0,,,,,,,
1168577,1,Complete,1168577,1168577,41.592583,-71.957088,924129,Griswold,58,58,Griswold,6/9/24,2024,6,June,9,1,Sunday,16:44:00,16,2400223172,K,Fatal (Kill),K,Fatal Injury (K),2,0,2,4,Local,1.22,0130,TAYLOR HILL RD,TAYLOR HILL RD,OAKVILLE RD,,,,,41.592583,-71.957088,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,99,Unknown,88,Not Applicable,1,Daylight,99,Unknown,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,TRUE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0691,44:11.0,O,Open,54:13.0,,,,,,,
1169492,1,Complete,1169492,1169492,41.661256,-72.803339,924114,New Britain,89,89,New Britain,5/23/24,2024,5,May,23,5,Thursday,20:12:00,20,24-014031,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,3,State,5.01,372,372-E,372-E,BLACK ROCK AV,,,,,41.661256,-72.803339,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0008900,New Britain PD,432,02:21.0,O,Open,02:21.0,IR24-014031,,,,,,
1171655,1,Complete,1171655,1171655,41.278131,-73.136584,924144,Shelton,126,126,Shelton,6/23/24,2024,6,June,23,1,Sunday,23:33:00,23,2400018217,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,4,Local,0.09,0491,COMMERCE DR,COMMERCE DR,RESEARCH DR,,,,,41.278131,-73.136584,25,Curb,88,Not Applicable,4,Roadside,2,Cloudy,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,3,T-Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0012600,Shelton PD,717039,17:29.0,O,Open,29:42.0,,4,10600,4,MINOR ARTERIAL - NEW HPMS,2,Urban
1171743,1,Complete,1171743,1171743,41.123261,-73.426205,924143,Norwalk,103,103,Norwalk,6/21/24,2024,6,June,21,6,Friday,9:20:00,9,2400037638,K,Fatal (Kill),K,Fatal Injury (K),1,1,0,4,Local,99103,,1009948,RIVERSIDE AV CEMETERY,,,,,,41.123261,-73.426205,9,Pedestrian,88,Not Applicable,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,3,T-Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,2,Private Road,1,"Trafficway, On Road",CT0010300,Norwalk PD,E007,11:46.0,O,Open,15:43.0,,,,,,,
1172071,1,Complete,1172071,1172071,41.536546,-72.966085,924013,Cheshire,25,25,Cheshire,1/20/24,2024,1,January,20,7,Saturday,1:26:00,1,2400026024,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,1,Interstate,37.27,84,84-E,84-E,,Exit 26,5,TenthsofMile,W,41.536546,-72.966085,14,Motor Vehicle in Operation,1,Front to rear,1,On Roadway,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0498,56:08.0,C,Closed,03:35.0,,,,,,,
1172083,1,Complete,1172083,1172083,41.39707,-72.498691,924139,Chester,26,26,Chester,6/20/24,2024,6,June,20,5,Thursday,1:17:00,1,2400237081,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,3,State,10.43,148,148-E,148-E,,Cedar Lake Road,250,Feet,E,41.39707,-72.498691,28,Guardrail Face,88,Not Applicable,4,Roadside,1,Clear,88,Not Applicable,5,Dark-Not Lighted,1,Dry,99,Unknown,88,Not Applicable,88,Not Applicable,99,Unknown,88,Not Applicable,88,Not Applicable,11,Through Roadway,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0920,03:55.0,O,Open,04:22.0,,,,,,,
1172518,1,Complete,1172518,1172518,41.17901,-73.163714,924153,Bridgeport,15,15,Bridgeport,6/28/24,2024,6,June,28,6,Friday,16:03:00,16,2400056463,K,Fatal (Kill),K,Fatal Injury (K),2,0,0,3,State,5.15,130,130-E,130-E,CARROLL AV NO 1,,,,,41.17901,-73.163714,14,Motor Vehicle in Operation,3,Angle,1,On Roadway,1,Clear,88,Not Applicable,1,Daylight,1,Dry,0,None,88,Not Applicable,88,Not Applicable,0,None,88,Not Applicable,88,Not Applicable,2,Intersection,2,Four-Way Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CT0001509,Bridgeport PD,216230,44:34.0,O,Open,06:11.0,,,,,,,
1172768,1,Complete,1172768,1172768,41.832399,-72.665391,924094,Windsor,164,164,Windsor,5/4/24,2024,5,May,4,7,Saturday,22:57:00,22,2400176370,K,Fatal (Kill),K,Fatal Injury (K),1,0,0,1,Interstate,43.3,91,91-N,91-N,,Exit 36,2,TenthsofMile,N,41.832399,-72.665391,30,Concrete Traffic Barrier,88,Not Applicable,3,Median,1,Clear,88,Not Applicable,4,Dark-Lighted,1,Dry,0,None,88,Not Applicable,88,Not Applicable,13,Non-Highway Work,88,Not Applicable,88,Not Applicable,1,Non-Junction,1,Not at Intersection,1,No,1,No,88,Not Applicable,88,Not Applicable,88,Not Applicable,88,Not Applicable,FALSE,1,Public Road,1,"Trafficway, On Road",CTCSP0000,State Police,0367,50:53.0,O,Open,51:20.0,,,,,,,
