https://www.ctcrash.uconn.edu/QueryTool2.action?qid=182359
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1160482","1","1","Vehicle in Operation","3","Chrysler","2010","2010","Town   Country Touri","Blue","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","3","Passenger Van","1","Straight Ahead","99","Unknown","2A4RR5DXXAR201097","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Easton","CT","","06612","","false","Stratford Collision ","false","false","Route 15 South","false","CT","false","false","88","QUINCY MUTUAL FIRE ","","","","","","","","","","","","","","","","","","","","2024-05-10","","","",""
"1160482","2","1","Vehicle in Operation","1","HOND","2016","2016","CRV","GRAY","N","Northbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","15","Wrong way (or Wrong Side)","99","Unknown","5J6RM4H45GL031130","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","1","Overturn/Rollover","2","Fire / Explosion","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wayland","MA","","01778","","false","Stratford Collision ","false","false","Route 15 South","false","MA","false","false","88","STANDARD FIRE INSURANCE","","","","","","","","","","","","","","","","","","","","2024-05-10","","","",""
"1160509","1","1","Vehicle in Operation","1","Ford","2014","2014","Econoline E250","White","S","Southbound","false","29","Bridge Pier or Support","1","Straight Ahead","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","1","Straight Ahead","99","Unknown","1FTNE2EW7EDA55450","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","29","Bridge Pier or Support","2","Fire / Explosion","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06604","","false","Midtown Autobody","false","false","Route 8 South","false","CT","false","false","88","Infinity Commercial Auto","","","","","","","","","","","","","","","","","","","","2024-11-04","","","",""
"1160987","1","1","Vehicle in Operation","1","Subaru","2006","2006","Forester 2.5x Premiu","Blue","S","Southbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","2","Negotiating a Curve","0","None","JF1SG65636H752781","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","36","Guardrail Face","88","Not Applicable","1","No Special Function","88","Not applicable","","","Washington Depot","CT","","06794","true","false","Ridgefield Police Department","false","false","Ethan Allen Hwy","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2024-11-11","","","",""
"1160987","2","1","Vehicle in Operation","1","Jeep","2019","2019","Grand Cherokee Limit","Black","N","Northbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","2","Negotiating a Curve","0","None","1C4RJFBG5KC828886","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Stamford","CT","","06901","true","false","Ridgefield Police Department","false","false","Ethan Allen Hwy","false","CT","false","false","88","Plymouth Rock Assurance","","","","","","","","","","","","","","","","","","","","2024-12-12","","","",""
"1161580","1","1","Vehicle in Operation","2","Dodge","2021","2021","Ram 2500","BLK","E","Eastbound","false","17","Pedestrian","2","Negotiating a Curve","0","None","88","Not Applicable","45","3","Not Towed","1","Two-Way, Not Divided","2","2","Curve Left","3","Hillcrest","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","5","Pick Up","2","Negotiating a Curve","0","None","3C6UR5CJ9MG698447","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Myakka City","FL","UnitedStates","34251","true","true","N/A","false","false","Foxon Road","false","FL","false","false","88","Progressive Select Ins. Co. ","","","","","","","","","","","","","","","","","","","","2024-10-11","","","",""
"1161914","1","1","Vehicle in Operation","1","Mitsubishi","1998","1998","Eclipse RS","Red","S","Southbound","false","1","Overturn/Rollover","1","Straight Ahead","0","None","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","4A3AK34Y2WE086372","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","1","Overturn/Rollover","36","Guardrail Face","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06606","true","false","Midtown Towing","false","false","Route 8","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2024-07-11","","","",""
"1161914","2","1","Vehicle in Operation","1","FORD","2024","2024","ECONOLINE","WHITE","S","Southbound","false","22","Motor Vehicle In Motion","4","Changing Lanes","0","None","88","Not Applicable","55","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","4","Changing Lanes","0","None","1FDXE4FN5RDD29627","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","PHOENIX","AZ","","85004","","true","Mickey's Towing","false","false","Route 8","false","AZ","false","false","88","U-HAUL COMPANY OF ARIZONA","2220242","U-HAUL INTERNATIONAL INC","PHOENIX","AZ","","85004","4","Not in Commerce/Other Truck","","","","","","2","10,001-26,000 lbs","2","Single-Unit Truck (2-axle and GVWR more than 10,000 lbs)","3","Van/Enclosed Box","2024-06-30","88","Not Applicable","",""
"1161915","1","1","Vehicle in Operation","1","Toyota","2006","2006","Tundra Double Cab Sr","Gray","N","Northbound","false","1","Overturn/Rollover","9","Leaving Traffic Lane","99","Unknown","88","Not Applicable","55","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","3","Curve Right","4","Downhill","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","9","Leaving Traffic Lane","99","Unknown","5TBDT44186S539435","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","35","Embankment","1","Overturn/Rollover","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor Locks","CT","","06096","true","","Cross Country Towing","false","false","Route 5/15","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1162262","1","1","Vehicle in Operation","2","ICBU","2018","2018","3000 CE","Yellow","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","","","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","3","Functional Damage","7","School Bus","7","Turning Left","0","None","4DRBUP1N6JB573826","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","","","","","","","3","Vehicle Used as School Bus","88","Not applicable","88","Not Applicable","New Britain","CT","","06051","false","false","CT DMV","false","false","Barbour St","false","CT","false","false","2","New York Marine and General Ins Co","61222","Dattco Inc","New Britain","CT","UnitedStates","06051","2","Intrastate Carrier","false","New Britain","CT","","06051","","","11","Bus (seats for more than 15 occupants, including driver)","2","Bus","2025-02-01","88","Not Applicable","",""
"1162262","2","1","Vehicle in Operation","1","X-Pro","2022","2022","Templar","Black","E","Eastbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","","","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","5","Overtaking/Passing","0","None","L1UGCNL71NA000309","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","","","","","","","1","No Special Function","88","Not applicable","","","","","","","false","false","40 Jennings Rd, Hartford, CT","false","false","Tower Ave","false","","false","true","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1162417","1","1","Vehicle in Operation","1","Chevrolet","2005","2005","Silverado C1500","Gray","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","45","2","Towed But not Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","1","Straight Ahead","0","None","1GCEC14Z75Z250012","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Milford","CT","","06776","","false","New Milford Police Department","false","false","Danbury Road","false","CT","false","false","88","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1163236","1","1","Vehicle in Operation","1","HONDA ","2015","2015","CBR600","","S","Southbound","false","40","Tree (standing)","2","Negotiating a Curve","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","2","Uphill","15","Undercarriage","4","Disabling Damage","11","Motorcycle","2","Negotiating a Curve","99","Unknown","JH2RC4004FK801239","1","No Control Device","88","Not Applicable","1","Overturn/Rollover","8","Ran Off Roadway Right","40","Tree (standing)","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","UnitedStates","06112","","false","Checkers","false","false","Blue Hills Avenue","false","CT","false","true","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1163589","1","1","Vehicle in Operation","1","Nissan","2010","2010","Maxima S/sv","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","9","Leaving Traffic Lane","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","9","Leaving Traffic Lane","99","Unknown","1N4AA5AP2AC840622","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Hartford","CT","","06108","","false","WPD","false","false","Route 218","false","CT","false","false","1","Covenant Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1163589","2","1","Vehicle in Operation","1","Hyundai","2005","2005","Elantra GLS/GT","Gray","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","KMHDN46D75U168251","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor Locks","CT","","06096","","false","WPD","false","false","Columbia Road","false","CT","false","false","1","Trumbull Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1163589","3","1","Vehicle in Operation","1","Chevrolet","2014","2014","Corvette 2lt","Red","W","Westbound","false","22","Motor Vehicle In Motion","13","Stopped in Traffic","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","13","Stopped in Traffic","99","Unknown","1G1YD2D77E5104112","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","West Hartford","CT","","06117","","false","WPD","false","false","Route 218","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1165926","1","1","Vehicle in Operation","1","Chevrolet","2002","2002","Silverado K1500","Black","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","1","Straight Ahead","99","Unknown","2GCEK19T321109160","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Oxford","CT","","06478","","false","Modzelewski's","false","true","Route 188","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1165926","2","1","Vehicle in Operation","1","Harley-davidson","2009","2009","Flht Classic","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","9","Sector 9 (West) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","99","Unknown","1HD1FF4199Y606189","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haven","CT","","06512","","false","Modzelewski's","false","false","Silano Drive","false","CT","false","false","88","Allstate Property And Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1166699","1","1","Vehicle in Operation","1","SUBARU","2020","2020","ASCENT","TAN","N","Northbound","false","40","Tree (standing)","9","Leaving Traffic Lane","0","None","88","Not Applicable","40","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","9","Leaving Traffic Lane","0","None","4S4WMAPD5L3405511","1","No Control Device","88","Not Applicable","11","Cross Centerline","9","Ran Off Roadway Left","40","Tree (standing)","88","Not Applicable","1","No Special Function","88","Not applicable","","","Rock Tavern","NY","","12575","","false","Reliable Auto","false","false","Route 85","false","NY","false","false","88","PROGRESSIVE","","","","","","","","","","","","","","","","","","","","","","","",""
"1166824","1","1","Vehicle in Operation","1","YAMAHA","2001","2001","999","BLUE","S","Southbound","false","47","Other Fixed Object (wall, building, tunnel, etc.)","99","Unknown","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","99","Unknown","99","Unknown","JYARN05E71A009265","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","47","Other Fixed Object (wall, building, tunnel, etc.)","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Danbury","CT","UnitedStates","","true","false","Grand Prix Towing","false","false","Brushy Hill Road","false","NY","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1167603","1","1","Vehicle in Operation","2","Toyota","2007","2007","Prius","Green","W","Westbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","JTDKB20U473233485","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06105","true","","","false","false","Interstate 84","false","CT","false","false","88","Nutmeg Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1167610","1","1","Vehicle in Operation","1","Dodge","1999","1999","RAM 3500","White","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","99","Unknown","3B6MF3669XM531478","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","GLASTONBURY","CT","","06033","","false","Mike's Auto","false","false","Interstate 91 ","false","CT","false","false","88","GEICO Indemnity Company","3534909","COTTO TRANSPORT LLC","SPRINGFIELD","MA","","01109","","","","","","","","","","","","","","","","","",""
"1167610","2","1","Vehicle in Operation","1","HYUN","2007","2007","SANTF","BLUE","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","65","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","5NMSH73E57H033975","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Hartford","CT","UnitedStates","06108","true","false","N/A","false","false","Interstate 91","false","MA","false","false","88","GEICO","","","","","","","","","","","","","","","","","","","","","","","",""
"1167610","3","1","Vehicle in Operation","1","Triumph","2000","2000","Sprint RS","Orange","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","99","Unknown","SMT605FM0YJ102990","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","true","false","Mike's Auto","false","false","Interstate 91 ","false","CT","false","false","88","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1168138","1","1","Vehicle in Operation","2","Volkswagen","2006","2006","New Gti","White","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","1","Straight Ahead","0","None","WVWEV71K06W087825","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","East Haven","CT","UnitedStates","06512","","true","EHPD, 471 N. High St, E. Haven, CT","false","false","Main St","false","CT","false","false","88","FOREMOST INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1168442","1","1","Vehicle in Operation","1","Kawasaki","2022","2022","Kl650 H","Black","S","Southbound","false","35","Embankment","2","Negotiating a Curve","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","2","Negotiating a Curve","0","None","ML5KLEH11NDA12195","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","35","Embankment","47","Other Fixed Object (wall, building, tunnel, etc.)","88","Not Applicable","1","No Special Function","88","Not applicable","","","Canterbury","CT","","06331","true","false","PERRY MOTORS","false","false","RT. 169","false","CT","false","false","88","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","2024-09-25","","","",""
"1168577","1","1","Vehicle in Operation","3","GMC","2019","2019","Acadia Slt-1","White","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","1GKKNULS2KZ233783","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Old Saybrook","CT","","06475","true","false","CDLS To Troop E","false","false","Oakville Road","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1168577","2","1","Vehicle in Operation","3","Audi","2006","2006","A6 3.2 Quattro Awd","Tan","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","WAUDG74F16N032436","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hamden","CT","","06518","","true","CDLS To Troop E","false","false","Taylor Hill Road","false","CT","false","false","88","Valley Forge Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1169492","1","1","Vehicle in Operation","1","Yamaha","2003","2003","YZFR6L","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","5","Overtaking/Passing","0","None","JYARJ06E73A006914","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","BRANFORD","CT","UnitedStates","06405","false","false","","false","false","CORBIN AVE","false","CT","false","false","88","none","","","","","","","","","","","","","","88","Not Applicable","","","88","Not Applicable","","","","",""
"1169492","2","1","Vehicle in Operation","1","Mercedes-benz","2024","2024","Sprinter 2500","White","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","7","Turning Left","0","None","W1W4NBHY3RT167719","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Danbury","CT","","06811","false","false","","false","false","CORBIN AVE","false","CT","false","false","88","AmGUARD Insurance Company","","","","","","","","","","","","","","88","Not Applicable","","","88","Not Applicable","","","","",""
"1171655","1","1","Vehicle in Operation","1","BMW","2018","2018","430xi Gran Coupe","White","W","Westbound","false","47","Other Fixed Object (wall, building, tunnel, etc.)","2","Negotiating a Curve","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","2","Curve Left","2","Uphill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","WBA4J3C52JBG96065","1","No Control Device","88","Not Applicable","9","Ran Off Roadway Left","33","Curb","47","Other Fixed Object (wall, building, tunnel, etc.)","2","Fire / Explosion","1","No Special Function","88","Not applicable","","","Shelton","CT","","06484","true","false","Bud's","false","false","Commerce Dr","false","CT","false","false","88","Geico","","","","","","","","","","","","","","","","","","","","2024-07-01","","","",""
"1171743","1","1","Vehicle in Operation","1","Ford","2017","2017","F550 Super Duty","Red","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","88","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","17","Other Light Trucks (10,000 lbs (4,536 kg) or less)","7","Turning Left","0","None","1FDUF5HT1HEF04563","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Sherman","CT","","06784","","false","CON DPW Garage","false","false","","true","CT","false","false","88","NGM Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
